140	ÏÄ	31.200222		140	ÏÄ	25.987745		140	ÏÄ	25.733135		140	ÏÄ	26.069235		140	ÏÄ	23.325977		263	Çï	12.830468		263	Çï	20.489391		263	Çï	20.164511		209	ÏÄ	31.627935		211	ÏÄ	29.355719		211	ÏÄ	24.758503
142	ÏÄ	23.182091		142	ÏÄ	15.574089		142	ÏÄ	15.64057		142	ÏÄ	22.454739		142	ÏÄ	21.685793		270	Çï	14.504033		270	Çï	27.533213		270	Çï	31.195473		211	ÏÄ	26.879314		213	Çï	33.493267		213	Çï	28.380121
149	ÏÄ	31.924921		149	ÏÄ	31.358768		149	ÏÄ	24.428791		149	ÏÄ	27.170332		149	ÏÄ	26.652317		277	Çï	15.91585		277	Çï	22.750849		277	Çï	28.645065		213	Çï	28.850965		218	Çï	31.642189		218	Çï	28.960514
158	ÏÄ	24.110067		158	ÏÄ	17.369423		158	ÏÄ	14.71875		158	ÏÄ	18.084475		158	ÏÄ	16.652962		282	Çï	12.670342		282	Çï	25.734262		282	Çï	26.0184		218	Çï	30.863451		220	Çï	34.558357		220	Çï	28.404434
206	ÏÄ	42.439682		206	ÏÄ	37.983444		206	ÏÄ	29.627659		206	ÏÄ	27.781189		206	ÏÄ	21.243933		283	Çï	20.462765		283	Çï	33.283077		283	Çï	38.105362		220	Çï	30.069492		222	Çï	31.804007		222	Çï	26.128397
208	ÏÄ	34.435787		208	ÏÄ	21.018843		208	ÏÄ	18.609371		208	ÏÄ	16.688213		208	ÏÄ	15.272494		284	Çï	11.9061		284	Çï	20.483551		284	Çï	22.972069		222	Çï	29.661896		238	Çï	39.816257		238	Çï	34.459187
210	ÏÄ	39.013405		210	ÏÄ	27.756811		210	ÏÄ	25.657372		210	ÏÄ	24.337345		210	ÏÄ	23.876328		299	Çï	23.381704		299	Çï	39.586044		299	Çï	41.643589		238	Çï	33.758781		242	Çï	43.058792		242	Çï	38.753159
213	Çï	24.638624		213	Çï	23.282974		213	Çï	21.994324		213	Çï	21.402002		213	Çï	22.141455		306	¶¬	11.96503		306	¶¬	25.414755		306	¶¬	27.96385		242	Çï	38.624313		259	Çï	32.747978		259	Çï	27.59202
220	Çï	29.849325		220	Çï	24.910538		220	Çï	22.908958		220	Çï	24.548113		220	Çï	21.473965		309	¶¬	5.093812		309	¶¬	18.759224		309	¶¬	22.789022		259	Çï	30.695576		262	Çï	36.277344		262	Çï	29.232817
222	Çï	29.781626		222	Çï	24.125027		222	Çï	16.970615		222	Çï	17.132401		222	Çï	13.537314		311	¶¬	9.47075		311	¶¬	23.663586		311	¶¬	24.738501		262	Çï	32.76878		263	Çï	27.322346		263	Çï	20.94586
238	Çï	32.926796		238	Çï	23.214811		238	Çï	20.550055		238	Çï	22.604271		238	Çï	18.932741		313	¶¬	19.563391		313	¶¬	33.864967		313	¶¬	38.545757		263	Çï	24.578176		282	Çï	35.487446		282	Çï	27.534344
263	Çï	33.294563		263	Çï	31.442516		263	Çï	28.999092		263	Çï	26.861437		263	Çï	20.385988		325	¶¬	4.438949		325	¶¬	18.413961		325	¶¬	21.272346		282	Çï	30.941168		283	Çï	44.910172		283	Çï	37.352829
270	Çï	36.27655		270	Çï	23.183363		270	Çï	20.354305		270	Çï	17.414927		270	Çï	16.759914		328	¶¬	16.974272		328	¶¬	30.008743		328	¶¬	35.534023		283	Çï	41.788956		284	Çï	25.787868		284	Çï	22.943649
277	Çï	36.001057		277	Çï	29.619129		277	Çï	26.092113		277	Çï	22.74086		277	Çï	20.93399		331	¶¬	13.605503		331	¶¬	24.986752		331	¶¬	27.795647		284	Çï	25.614397		299	Çï	42.768589		299	Çï	38.269001
282	Çï	36.832649		282	Çï	22.935537		282	Çï	20.702265		282	Çï	19.468412		282	Çï	14.641155		332	¶¬	3.604776		332	¶¬	15.549333		332	¶¬	18.671885		299	Çï	45.165955		300	Çï	35.504204		300	Çï	32.835289
283	Çï	37.843601		283	Çï	27.933704		283	Çï	23.64584		283	Çï	20.927212		283	Çï	19.606716		334	¶¬	10.678779		334	¶¬	21.550072		334	¶¬	26.730061		300	Çï	34.985897		306	¶¬	33.377964		306	¶¬	26.419365
284	Çï	43.855316		284	Çï	31.554697		284	Çï	28.27076		284	Çï	22.085682		284	Çï	16.081881		337	¶¬	21.590384		337	¶¬	31.693672		337	¶¬	33.596283		306	¶¬	28.759119		307	¶¬	23.541553		307	¶¬	23.96839
293	Çï	28.727962		293	Çï	15.504538		293	Çï	11.601589		293	Çï	7.852211		293	Çï	7.764898		338	¶¬	21.941582		338	¶¬	29.751814		338	¶¬	31.769743		307	¶¬	22.16267		309	¶¬	29.614315		309	¶¬	23.074493
299	Çï	29.01355		299	Çï	27.200821		299	Çï	31.336348		299	Çï	28.851391		299	Çï	28.067333		348	¶¬	14.481797		348	¶¬	26.115387		348	¶¬	27.601332		309	¶¬	23.688824		313	¶¬	45.948196		313	¶¬	39.943588
300	Çï	38.836594		300	Çï	26.273466		300	Çï	23.024647		300	Çï	21.422129		300	Çï	20.264362		363	¶¬	22.758249		363	¶¬	29.706753		363	¶¬	31.659357		313	¶¬	41.006813		325	¶¬	25.28574		325	¶¬	20.192793
306	¶¬	35.18066		306	¶¬	16.537773		306	¶¬	13.463072		306	¶¬	12.712702		306	¶¬	12.983893		364	¶¬	11.154977		364	¶¬	18.570305		364	¶¬	18.553108		325	¶¬	18.75437		331	¶¬	34.943409		331	¶¬	26.987215
309	¶¬	35.883141		309	¶¬	23.663321		309	¶¬	22.881672		309	¶¬	20.841496		309	¶¬	15.133551														331	¶¬	32.170139		332	¶¬	23.371731		332	¶¬	17.352804
311	¶¬	39.669827		311	¶¬	25.561764		311	¶¬	19.532225		311	¶¬	15.565718		311	¶¬	11.159053														332	¶¬	16.394775		337	¶¬	32.096569		337	¶¬	29.25733
313	¶¬	48.21505		313	¶¬	39.211853		313	¶¬	33.781227		313	¶¬	28.986446		313	¶¬	23.806143														337	¶¬	26.06341		348	¶¬	34.281586		348	¶¬	27.966116
324	¶¬	43.409313		324	¶¬	27.89855		324	¶¬	25.225004		324	¶¬	23.497375		324	¶¬	23.624516	Îí													348	¶¬	30.131004		363	¶¬	38.01952		363	¶¬	32.260841
325	¶¬	32.938156		325	¶¬	14.719751		325	¶¬	9.143511		325	¶¬	8.31162		325	¶¬	6.18867														363	¶¬	36.277573		364	¶¬	27.975151		364	¶¬	20.876373
327	¶¬	30.563385		327	¶¬	12.206162		327	¶¬	10.900418		327	¶¬	12.049446		331	¶¬	11.994771														364	¶¬	23.392216								
331	¶¬	32.901917		331	¶¬	15.455389		331	¶¬	11.255989		331	¶¬	11.08086		332	¶¬	5.61659																								
332	¶¬	28.644003		332	¶¬	7.84609		332	¶¬	6.031191		332	¶¬	6.985231		333	¶¬	21.06657																								
333	¶¬	42.010902		333	¶¬	24.225319		333	¶¬	22.032835		333	¶¬	20.412868		334	¶¬	13.234967																								
334	¶¬	37.589771		334	¶¬	22.431578		334	¶¬	17.69216		334	¶¬	16.443188		337	¶¬	23.15889																								
337	¶¬	44.641556		337	¶¬	28.182726		337	¶¬	25.767843		337	¶¬	25.182919		338	¶¬	20.735031																								
338	¶¬	45.571239		338	¶¬	33.495937		338	¶¬	26.999634		338	¶¬	23.045721		348	¶¬	19.17914																								
348	¶¬	40.473618		348	¶¬	18.740416		348	¶¬	15.825728		348	¶¬	16.605528		363	¶¬	24.22121																								
363	¶¬	37.576649		363	¶¬	24.529497		363	¶¬	19.643507		363	¶¬	20.149574		364	¶¬	13.786507																								
364	¶¬	30.705753		364	¶¬	16.22447		364	¶¬	12.813583		364	¶¬	11.845436		365	¶¬	24.541384																								
365	¶¬	38.765343		365	¶¬	22.019669		365	¶¬	20.9196		365	¶¬	20.97636																												
